"Nom, Prénom",mapping,infoIndexationBK_ACA,mapping_OnlyName,mapping_OnlyName_v2,Année,Pays,Section,Groupe,Jury,Œuvre description,Œuvre reproduction,Courrier,Dossier sur l'artiste,Prix,Lieu
"CARRINO, NICOLA","carrino, nicola",1967,carrino,carrino,1967,ITALIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"CARRON, PIERRE","carron, pierre","1959, 1961",carron,carron,1959,France,TE,ECOLE DE ROSNY,CA,Oui,Oui,Oui,Non,Non,ACA
"CARRON, PIERRE","carron, pierre","1959, 1961",carron,carron,1961,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"CARSON, PHILIPPE","carson, philippe","1963, 1969",carson,carson,1963,France,COMPO/MUS,,CA,Oui,Non,Non,Non,Non,ACA
"CARSON, PHILIPPE","carson, philippe","1963, 1969",carson,carson,1969,France,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"CARTIGNIES, ALAIN","cartignies, alain",1985,cartignies,cartignies,1985,France,ARCHI/TE,,,Oui,Oui,Oui,Non,Non,ACA
"CARUSO, BRUNO","caruso, bruno",1959,caruso,caruso,1959,ITALIE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"CARUSO, LUIGI","caruso, luigi",1982,caruso,caruso,1982,ITALIE,ARCHI,,,Non,Non,Non,Non,Non,Non identifié
"CARVALHO, JOEL DE","carvalho, joel de",1965,carvalho,carvalho,1965,BRESIL,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"CARVALHO, JOSE","carvalho, jose",,carvalho,carvalho,1982,PORTUGAL,AP,,,Oui,Non,Non,Non,Non,BK
"CARVALHO, REGINALDO","carvalho, reginaldo",1967,carvalho,carvalho,1967,BRESIL,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"CASADESUS, BEATRICE","casadesus, beatrice",1969,casadesus,casadesus,1969,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"CASANOVA, TERESA","casanova, teresa",1963,casanova,casanova,1963,VENEZUELA,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CASARES, ALEJANDRO","casares, alejandro",1971,casares,casares,1971,URUGUAY,INTER,,,Oui,Oui,Non,Oui,Non,ACA
"CASARIL, GUY","casaril, guy",,casaril,casaril,1965,France,TV,,,Non,Non,Non,Non,Non,Non identifié
"CASAS, MANUEL","casas, manuel",,casas,casas,1969,ESPAGNE,ARCHI/URB,,,Oui,Non,Non,Non,Non,ACA
"CASE, PAULO HAMILTON","case, paulo hamilton",,case,case,1967,BRESIL,ARCHI,,,Oui,Oui,Non,Non,Non,ACA
"CASOY, DANIEL","casoy, daniel",1985,casoy,casoy,1985,ARGENTINE,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"CASSANI, NINO","cassani, nino",1963,cassani,cassani,1963,ITALIE,SC,,,Oui,Oui,Non,Non,Oui,ACA
"CASSEE, DICK","cassee, dick",1965,cassee,cassee,1965,PAYS-BAS,GV,,,Oui,Non,Non,Non,Non,ACA
"CASSILL, H.C.","cassill, h.c.",,cassill,cassill,1963,ETATS-UNIS,GV,,,Oui,Non,Non,Non,Non,ACA
"CASSOS, SHLOMO","cassos, shlomo",1961,cassos,cassos,1961,ISRAEL,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CASTAGNOLI, GIANNI","castagnoli, gianni",1980,castagnoli,castagnoli,1980,ITALIE,CINE/EXP,,,Oui,Non,Oui,Oui,Non,ACA/BK
"CASTELLA, HENRI","castella, henri",1959,castella,castella,1959,France,PEINT,,CA,Oui,Non,Oui,Non,Non,ACA
"CASTELLANOS, ANTONIO","castellanos, antonio",1969,castellanos,castellanos,1969,MEXIQUE,SC,,,Oui,Oui,Non,Non,Non,ACA
"CASTELLANOS, ARMANDO","castellanos, armando",,castellanos,castellanos,1977,AMERIQUE LATINE,PEINT,ARTE/IDEOLOGIA,,Non,Oui,Oui,Oui,Non,BK
"CASTELLI, LUCIANO","castelli, luciano","1975, 1971",castelli,castelli,1975,SUISSE,PHOTO,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"CASTELLI, LUCIANO","castelli, luciano","1975, 1971",castelli,castelli,1971,SUISSE,INTER,,,Oui,Non,Non,Non,Non,ACA
"CASTIGLIONI, NICCOLO","castiglioni, niccolo",,castiglioni,castiglioni,1961,ITALIE,COMPO/MUS,,,Oui,Non,Oui,Oui,Oui,ACA
"CASTILHOS, RODRIGUES GLAUCO","castilhos, rodrigues glauco",,castilhos,castilhos,1961,BRESIL,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CASTILLA, AMERICO-JUAN","castilla, americo-juan",,castilla,castilla,1977,AMERIQUE LATINE,PEINT,,,Non,Oui,Non,Oui,Non,BK
"CASTILLO, JUAN","castillo, juan",1982,castillo,castillo,1982,CHILI,VIDEO,C.A.D.A.,,Oui,Non,Non,Oui,Non,BK
"CASTILLO, LUIS","castillo, luis",1969,castillo,castillo,1969,CUBA,FILM,,,Oui,Non,Non,Non,Non,ACA
"CASTILLO, SERGIO","castillo, sergio",1959,castillo,castillo,1959,CHILI,SC,,,Oui,Oui,Non,Non,Non,ACA
"CASTILLON, CLAUDE","castillon, claude",1967,castillon,castillon,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"CASTORO, ROSEMARIE","castoro, rosemarie",1971,castoro,castoro,1971,France,INTER,,CG,Oui,Oui,Oui,Oui,Non,ACA
"CASTRILLO, EDUARDO","castrillo, eduardo",1971,castrillo,castrillo,1971,PHILIPPINES,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"CASTRO-CID, ENRIQUE","castro-cid, enrique",1967,castro-cid,castro-cid,1967,CHILI,SC,,,Oui,Oui,Non,Oui,Non,ACA
"CASTRO, FRANCISCO","castro, francisco",,castro,castro,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CASTRO, LOURDES","castro, lourdes",1959,castro,castro,1959,PORTUGAL,PEINT,,,Oui,Non,Non,Oui,Non,ACA
"CASTRO, WILLYS DE","castro, willys de",1961,castro,castro,1961,BRESIL,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CATALANO, MARIO","catalano, mario",1980,catalano,catalano,1980,ITALIE,ARCHI/TE,STUD. LABIRINTO,,Oui,Oui,Non,Oui,Non,ACA
"CATANZARITE, JOE","catanzarite, joe",1982,catanzarite,catanzarite,1982,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,BK
"CATSIREAS, STAVRIANOS","catsireas, stavrianos",1967,catsireas,catsireas,1967,GRECE,DECO/THEA,,,Oui,Non,Non,Oui,Non,ACA
"CATTANEO, GIUSEPPE","cattaneo, giuseppe",1961,cattaneo,cattaneo,1961,AFRIQUE DU SUD,PEINT,,,Oui,Non,Non,Oui,Oui,ACA
"CAULFIELD, PATRICK","caulfield, patrick","1965, 1965",caulfield,caulfield,1965,GRANDE-BRETAGNE,PEINT,,,Non,Oui,Non,Oui,Non,ACA
"CAULFIELD, PATRICK","caulfield, patrick","1965, 1965",caulfield,caulfield,1965,GRANDE-BRETAGNE,GV,,,Non,Oui,Non,Oui,Oui,ACA
"CAUWET, THIERRY","cauwet, thierry",,cauwet,cauwet,1980,France,VIDEO,,,Oui,Oui,Oui,Oui,Non,ACA
"CAVALCANTI, NEWTON","cavalcanti, newton",1963,cavalcanti,cavalcanti,1963,BRESIL,GV,,,Oui,Non,Non,Non,Non,ACA
"CAYLA, EMILE","cayla, emile",1969,cayla,cayla,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"CAZES, PATRICE","cazes, patrice",1969,cazes,cazes,1969,France,FILM,,,Oui,Non,Non,Non,Non,ACA
"CECCOBELLI, BRUNO","ceccobelli, bruno",1980,ceccobelli,ceccobelli,1980,ITALIE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"CECILIE, CHARLOTTE","cecilie, charlotte",1980,cecilie,cecilie,1980,DANEMARK,PERF,BILLEDSTOFTEAT.,,Oui,Oui,Oui,Oui,Non,ACA/BK
"CEDERBAUM, LENKA","cederbaum, lenka",1980,cederbaum,cederbaum,1980,ISRAEL,ARCHI/TE,KADER ARCHITECT,,Oui,Oui,Non,Non,Non,ACA
"CELICE, PIERRE","celice, pierre","1965, 1963",celice,celice,1965,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"CELICE, PIERRE","celice, pierre","1965, 1963",celice,celice,1963,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"CELIS, AGUSTIN","celis, agustin",,celis,celis,1967,ESPAGNE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CELLINI, FranceSCO","cellini, francesco",1985,cellini,cellini,1985,ITALIE,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"CERA, FRIEDRIH","cera, friedrih",,cera,cera,1961,AUTRICHE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"CERETTI, GIORGIO","ceretti, giorgio",1985,ceretti,ceretti,1985,ITALIE,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"CEROLI, MARIO","ceroli, mario",1967,ceroli,ceroli,1967,ITALIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"CERQUEIRA, FERNANDO","cerqueira, fernando",1971,cerqueira,cerqueira,1971,BRESIL,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"CERVEIRO, PINTO","cerveiro, pinto",,cerveiro,cerveiro,1982,PORTUGAL,VIDEO,,,Oui,Non,Non,Oui,Non,BK
"CETKOVIC, JOZO","cetkovic, jozo",1967,cetkovic,cetkovic,1967,YOUGOSLAVIE,PHOTO,,,Oui,Oui,Non,Non,Non,ACA
"CETON, JEAN-PIERRE","ceton, jean-pierre",,ceton,ceton,1980,France,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"CHABANIS, GUY","chabanis, guy","1969, 1971",chabanis,chabanis,1969,France,FILM,,,Oui,Non,Non,Non,Non,ACA
"CHABANIS, GUY","chabanis, guy","1969, 1971",chabanis,chabanis,1971,France,FILM,,CG,Non,Non,Non,Non,Non,Non identifié
"CHABERT, PIERRE","chabert, pierre",1969,chabert,chabert,1969,France,SPECTACLE,,,Oui,Non,Oui,Oui,Non,ACA
"CHABRIER, NATHALIE","chabrier, nathalie",1963,chabrier,chabrier,1963,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"CHACALLIS, LOUIS","chacallis, louis","1975, 1973",chacallis,chacallis,1975,France,INST,,,Oui,Oui,Oui,Oui,Non,BK
"CHACALLIS, LOUIS","chacallis, louis","1975, 1973",chacallis,chacallis,1973,France,AP,GROUPE 70,,Oui,Oui,Oui,Oui,Non,ACA
"CHAHROUDI, DAY","chahroudi, day",1969,chahroudi,chahroudi,1969,ETATS-UNIS,ARCHI/URB,ZOMEWORKS,,Oui,Non,Non,Non,Non,ACA
"CHAHVAGH, TCHANGUIZ","chahvagh, tchanguiz","1959, 1961",chahvagh,chahvagh,1959,IRAN,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"CHAHVAGH, TCHANGUIZ","chahvagh, tchanguiz","1959, 1961",chahvagh,chahvagh,1961,IRAN,SC,,,Oui,Oui,Non,Oui,Non,ACA
"CHAILLOUX, ROGER","chailloux, roger","1959, 1961",chailloux,chailloux,1959,PAYS-BAS,GV,,,Oui,Non,Non,Non,Non,ACA
"CHAILLOUX, ROGER","chailloux, roger","1959, 1961",chailloux,chailloux,1961,PAYS-BAS,ILL/LIVRE,,,Oui,Non,Non,Non,Non,ACA
"CHAIMOWICZ, MARC","chaimowicz, marc",,chaimowicz,chaimowicz,1977,GRANDE-BRETAGNE,PERF,,,Oui,Oui,Oui,Oui,Non,BK
"CHAIX, PHILIPPE","chaix, philippe",1985,chaix,chaix,1985,France,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"CHAMANT, MARIE","chamant, marie","1967, 1963, 1965",chamant,chamant,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAMANT, MARIE","chamant, marie","1967, 1963, 1965",chamant,chamant,1963,France,TE,,CA,Oui,Oui,Non,Non,Non,ACA
"CHAMANT, MARIE","chamant, marie","1967, 1963, 1965",chamant,chamant,1965,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAMBAUD, JACQUES","chambaud, jacques",1967,chambaud,chambaud,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAMBERLAND, YVES","chamberland, yves",1967,chamberland,chamberland,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAMPION-METADIER, ISABELLE","champion-metadier, isabelle",,champion-metadier,champion-metadier,1980,France,AP,,,Oui,Oui,Oui,Oui,Non,ACA
"CHANAL, HENRI","chanal, henri",1967,chanal,chanal,1967,BELGIQUE,SPECTACLE,,,Oui,Non,Non,Non,Non,ACA
"CHANAL, JACQUES","chanal, jacques",1967,chanal,chanal,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAND, SURUCHI","chand, suruchi",1985,chand,chand,1985,INDE,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"CHANDRA, AVINASH","chandra, avinash",1961,chandra,chandra,1961,INDE,AP,,,Oui,Non,Non,Non,Non,ACA
"CHANG, TCHOUEN-JONG","chang, tchouen-jong",,chang,chang,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"CHAPUIS, XAVIER","chapuis, xavier",1969,chapuis,chapuis,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"CHAR, LOTTE","char, lotte",1963,char,char,1963,France,TE,LETTRISTE,CA,Oui,Non,Non,Non,Non,ACA
"CHARAF, RAFIC","charaf, rafic","1965, 1963",charaf,charaf,1965,LIBAN,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHARAF, RAFIC","charaf, rafic","1965, 1963",charaf,charaf,1963,LIBAN,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHARDENOT, HENRYETTE","chardenot, henryette",1959,chardenot,chardenot,1959,France,GV,,JA,Oui,Non,Oui,Non,Non,ACA
"CHARLIER, JACQUES","charlier, jacques","1971, 1971",charlier,charlier,1971,BELGIQUE,FILM,,,Oui,Non,Non,Non,Non,ACA
"CHARLIER, JACQUES","charlier, jacques","1971, 1971",charlier,charlier,1971,BELGIQUE,ENVOIS,,CG,Oui,Non,Non,Non,Non,ACA
"CHARNEY, MELVIN","charney, melvin",1980,charney,charney,1980,CANADA,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"CHARON, GUY","charon, guy","1959, 1961",charon,charon,1959,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"CHARON, GUY","charon, guy","1959, 1961",charon,charon,1961,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"CHARPENTIER, MICHEL","charpentier, michel","1959, 1963, 1965",charpentier,charpentier,1959,France,SC,,JA,Oui,Non,Oui,Non,Non,ACA
"CHARPENTIER, MICHEL","charpentier, michel","1959, 1963, 1965",charpentier,charpentier,1963,France,SC,,JC,Oui,Non,Oui,Non,Oui,ACA
"CHARPENTIER, MICHEL","charpentier, michel","1959, 1963, 1965",charpentier,charpentier,1965,France,SC,,,Oui,Non,Oui,Non,Non,ACA
"CHARPIN, MARC","charpin, marc",1963,charpin,charpin,1963,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"CHARTERS DE ALMEIDA, JOAO","charters de almeida, joao",,charters de almeida,charters de almeida,1963,PORTUGAL,SC,,,Oui,Oui,Non,Non,Non,ACA
"CHARTERS DE ALMEIDA, JOAO","charters de almeida, joao",,charters de almeida,charters de almeida,1967,PORTUGAL,MEDAILLE,,,Oui,Oui,Non,Non,Non,ACA
"CHARTERS DE ALMEIDA, JOAO","charters de almeida, joao",,charters de almeida,charters de almeida,1967,PORTUGAL,SC,,,Oui,Oui,Non,Non,Non,ACA
"CHARTRON, PIERRE","chartron, pierre",1959,chartron,chartron,1959,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"CHARVET, CATHERINE","charvet, catherine",,charvet,charvet,1982,France,CINE/EXP,,,Oui,Oui,Non,Oui,Non,BK
"CHARVOLEN, MAX","charvolen, max",1973,charvolen,charvolen,1973,France,AP,GROUPE 70,,Oui,Oui,Oui,Oui,Non,ACA
"CHASE, CATHERINE MARONEY","chase, catherine maroney",1963,chase,chase,1963,ETATS-UNIS,SC,,,Oui,Oui,Non,Non,Non,ACA
"CHASKEL, PETER","chaskel, peter",,chaskel,chaskel,1967,CHILI,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"CHATAIGNIER, SONIA","chataignier, sonia",,chataignier,chataignier,1969,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHATEAU, MAURICE","chateau, maurice",,chateau,chateau,1965,France,TV,,,Non,Non,Non,Non,Non,Non identifié
"CHATIN, RENE","chatin, rene",,chatin,chatin,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"CHAUVEAU, FRANCOIS","chauveau, francois",1980,chauveau,chauveau,1980,France,ARCHI/TE,,,Oui,Non,Oui,Oui,Non,ACA
"CHAUVELIN, GERARD","chauvelin, gerard",1985,chauvelin,chauvelin,1985,France,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"CHAVEZ LOPEZ, GERARDO","chavez lopez, gerardo",,chavez lopez,chavez lopez,1967,PEROU,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CHAVEZ, CARLOS","chavez, carlos",1965,chavez,chavez,1965,MEXIQUE,GV,,,Oui,Non,Non,Non,Non,ACA
"CHAVEZ, GERARDO","chavez, gerardo",1959,chavez,chavez,1959,PEROU,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHAVEZ, REBECA","chavez, rebeca",1969,chavez,chavez,1969,CUBA,TE,,,Oui,Oui,Non,Non,Non,ACA
"CHAZE, PIERRE","chaze, pierre",1969,chaze,chaze,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"CHAZOTTES, YVAN","chazottes, yvan",1963,chazottes,chazottes,1963,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"CHEBIL, HABIB","chebil, habib","1965, 1967",chebil,chebil,1965,TUNISIE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CHEBIL, HABIB","chebil, habib","1965, 1967",chebil,chebil,1967,TUNISIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHELLAPPA, FREDERICK","chellappa, frederick",1971,chellappa,chellappa,1971,INDE,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"CHELTOUT, KHELIFA","cheltout, khelifa",,cheltout,cheltout,1967,TUNISIE,GV,,,Oui,Non,Non,Non,Non,ACA
"CHEMAY, JACQUES","chemay, jacques",1967,chemay,chemay,1967,BELGIQUE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHEMETOV, PAUL","chemetov, paul",1985,chemetov,chemetov,1985,France,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"CHEN, TAO-MING","chen, tao-ming","1963, 1959",chen,chen,1963,CHINE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHEN, TAO-MING","chen, tao-ming","1963, 1959",chen,chen,1959,CHINE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHERKAOUI, AHMED","cherkaoui, ahmed","1965, 1961, 1963",cherkaoui,cherkaoui,1965,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CHERKAOUI, AHMED","cherkaoui, ahmed","1965, 1961, 1963",cherkaoui,cherkaoui,1961,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CHERKAOUI, AHMED","cherkaoui, ahmed","1965, 1961, 1963",cherkaoui,cherkaoui,1963,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CHERRIER, FRANCOIS","cherrier, francois",1967,cherrier,cherrier,1967,France,PHOTO,,,Oui,Oui,Non,Non,Oui,ACA
"CHESSEX, LUC","chessex, luc",1969,chessex,chessex,1969,CUBA,TE,,,Oui,Oui,Non,Non,Non,ACA
"CHEVAL- BERTRAND(J.P.BOURG,DIT)","cheval- bertrand(j.p.bourg,dit)",,"cheval- bertrand(j.p.bourg,dit)","cheval- bertrand(j.p.bourg,dit)",1965,France,PEINT,,JC,Oui,Non,Non,Non,Oui,ACA
"CHEVALIER, PETER","chevalier, peter",1982,chevalier,chevalier,1982,R.F.A.,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"CHEVALLEY, PIERRE","chevalley, pierre","1959, 1961",chevalley,chevalley,1959,France,PEINT,,JA,Oui,Oui,Oui,Non,Non,ACA
"CHEVALLEY, PIERRE","chevalley, pierre","1959, 1961",chevalley,chevalley,1961,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"CHEVERNY, PHILIPPE","cheverny, philippe",1961,cheverny,cheverny,1961,France,DECO/THEA,,CA,Oui,Non,Oui,Non,Non,ACA
"CHEVRY, JOSE-MARIE","chevry, jose-marie",,chevry,chevry,1961,France,SC,,JA,Oui,Non,Non,Non,Non,ACA
"CHI, HOUEI-FANG","chi, houei-fang",,chi,chi,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"CHIA, SANDRO","chia, sandro","1977, 1985",chia,chia,1977,ITALIE,AP,,,Oui,Oui,Oui,Oui,Non,BK
"CHIA, SANDRO","chia, sandro","1977, 1985",chia,chia,1985,ITALIE,SC,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"CHITTY, ELISABETH","chitty, elisabeth",,chitty,chitty,1980,CANADA,VIDEO,,,Oui,Oui,Non,Oui,Non,ACA/BK
"CHIU, BEN-LEH","chiu, ben-leh",1959,chiu,chiu,1959,CHINE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHLANDA, MAREK","chlanda, marek","1982, 1980",chlanda,chlanda,1982,POLOGNE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"CHLANDA, MAREK","chlanda, marek","1982, 1980",chlanda,chlanda,1980,POLOGNE,AP,,,Oui,Non,Non,Non,Non,ACA
"CHMIELEWSKI, JAN","chmielewski, jan",,chmielewski,chmielewski,1969,POLOGNE,ARCHI/URB,,,Oui,Oui,Non,Non,Non,ACA
"CHOI, MAN-RIN","choi, man-rin",1965,choi,choi,1965,COREE DU SUD,SC,,,Oui,Oui,Non,Non,Non,ACA
"CHOI, YOUN HO","choi, youn ho",1963,choi,choi,1963,COREE,DECO/THEA,,,Oui,Non,Non,Oui,Non,ACA
"CHOJNACKI, JERZY WOJCIECH","chojnacki, jerzy wojciech",1969,chojnacki,chojnacki,1969,POLOGNE,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"CHONG, JAE-KYOO","chong, jae-kyoo",1977,chong,chong,1977,COREE DU SUD,PHOTO,,,Oui,Oui,Oui,Oui,Non,BK
"CHOT-PLASSOT, MAURICE","chot-plassot, maurice",1963,chot-plassot,chot-plassot,1963,France,GV,,CA,Oui,Non,Non,Non,Non,ACA
"CHOTJEWITZ, PIT","chotjewitz, pit",,chotjewitz,chotjewitz,1967,R.F.A.,TE,,,Oui,Oui,Non,Non,Non,ACA
"CHOU, WEN-TEH","chou, wen-teh",,chou,chou,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"CHOUDHURY, RASHID","choudhury, rashid","1961, 1963",choudhury,choudhury,1961,PAKISTAN,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHOUDHURY, RASHID","choudhury, rashid","1961, 1963",choudhury,choudhury,1963,PAKISTAN,PEINT,,,Oui,Oui,Oui,Non,Non,ACA
"CHOWDHURY, SABARI ROY","chowdhury, sabari roy",,chowdhury,chowdhury,1965,INDE,SC,,,Oui,Non,Oui,Non,Non,ACA
"CHRISTEN, ANDREAS","christen, andreas",1965,christen,christen,1965,SUISSE,TE,,,Oui,Oui,Non,Non,Non,ACA
"CHRISTENSEN, OLE","christensen, ole",1965,christensen,christensen,1965,DANEMARK,SC,,,Oui,Oui,Non,Non,Non,ACA
"CHRISTIAANSE, KEES","christiaanse, kees",1982,christiaanse,christiaanse,1982,PAYS-BAS,ARCHI/TE,,,Non,Oui,Non,Non,Non,ACA
"CHRISTO(JAVACHEFF CHRISTO,DIT)","christo(javacheff christo,dit)",,"christo(javacheff christo,dit)","christo(javacheff christo,dit)",1963,France,SC,,JC,Oui,Non,Non,Non,Non,ACA
"CHROSTOWSKA-PIOTROWICZ, HALINA","chrostowska-piotrowicz, halina",,chrostowska-piotrowicz,chrostowska-piotrowicz,1959,POLOGNE,GV,,,Oui,Non,Non,Non,Non,ACA
"CHUANG, CHE","chuang, che","1959, 1963",chuang,chuang,1959,CHINE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHUANG, CHE","chuang, che","1959, 1963",chuang,chuang,1963,CHINE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CHUDOMEL, JAROSLAV","chudomel, jaroslav",1963,chudomel,chudomel,1963,TCHECOSLOVAQUIE,GV,,,Oui,Oui,Non,Non,Non,ACA
"CHUDY, ANDREW","chudy, andrew",,chudy,chudy,1982,R.F.A.,VOIX/SON,EINSTURZENDE,,Non,Non,Non,Non,Non,Non identifié
"CHUNG, CHAN-SEUNG","chung, chan-seung",,chung,chung,1980,COREE DU SUD,AP,,,Oui,Oui,Non,Oui,Non,ACA
"CHUNG, MARK","chung, mark",1982,chung,chung,1982,R.F.A.,VOIX/SON,EINSTURZENDE,,Non,Non,Non,Non,Non,Non identifié
"CHUNG, SANG-HWA","chung, sang-hwa",1965,chung,chung,1965,COREE DU SUD,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CICCHETTI, ALBERTO","cicchetti, alberto",1959,cicchetti,cicchetti,1959,ARGENTINE,SC,,,Oui,Oui,Non,Non,Non,ACA
"CICERO, CARMEN","cicero, carmen",1959,cicero,cicero,1959,ETATS-UNIS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"CILIEVICI, MARIUS","cilievici, marius",,cilievici,cilievici,1959,ROUMANIE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CIMIOTTI, EMIL","cimiotti, emil","1959, 1959, 1961, 1961",cimiotti,cimiotti,1959,R.F.A.,PEINT,,,Oui,Non,Non,Non,Non,ACA
"CIMIOTTI, EMIL","cimiotti, emil","1959, 1959, 1961, 1961",cimiotti,cimiotti,1959,R.F.A.,SC,,,Oui,Oui,Non,Non,Non,ACA
"CIMIOTTI, EMIL","cimiotti, emil","1959, 1959, 1961, 1961",cimiotti,cimiotti,1961,R.F.A.,DES,,,Oui,Non,Non,Non,Non,ACA
"CIMIOTTI, EMIL","cimiotti, emil","1959, 1959, 1961, 1961",cimiotti,cimiotti,1961,R.F.A.,SC,,,Oui,Oui,Non,Non,Non,ACA
"CIPRIAN, JOAQUIM","ciprian, joaquim",,ciprian,ciprian,1971,REP.DOMINICAINE,OPTION 4,,,Oui,Oui,Non,Non,Non,ACA
"CIRIANI, ENRIQUE","ciriani, enrique",,ciriani,ciriani,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"CIRRI, ANTOINE","cirri, antoine",1982,cirri,cirri,1982,BELGIQUE,VOIX/SON,ORCHESTRE/LION,,Oui,Non,Non,Oui,Non,ACA
"CITROEN, BERNARD","citroen, bernard",1959,citroen,citroen,1959,France,SC,,JA,Oui,Non,Oui,Non,Non,ACA
"CIZGEN, GULTEKIN","cizgen, gultekin",1967,cizgen,cizgen,1967,TURQUIE,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"CIZMEK, IVAN","cizmek, ivan",,cizmek,cizmek,1969,YOUGOSLAVIE,ARCHI/URB,,,Oui,Oui,Non,Non,Non,ACA
"CLAISSE, GENEVIEVE","claisse, genevieve","1965, 1967",claisse,claisse,1965,France,PEINT,,CA,Oui,Non,Non,Non,Oui,ACA
